"Attr1","Attr2","Attr4","Attr5","Attr8","Attr9","Attr15","Attr18","Attr20","Attr21","Attr27","Attr28","Attr29","Attr32","Attr34","Attr39","Attr41","Attr45","Attr47","Attr55","Attr57","Attr60","Attr61","class"
0.46805,0.27141,3.2345,109.88,2.6845,1.9865,167.3,0.57393,4.4307,1.4901,192.24,1.8967,3.1618,57.405,5.3092,0.27462,0.015202,19.41,6.1081,735,0.6424,82.38,3.0059,"0"
-0.086118,0.097879,3.2383,31.53,9.2034,0.79794,-653.54,-0.085648,0,0.27495,-1.9989,0.061694,4.1023,13.675,-1.3793,-0.25051,-0.030936,0.261265,0,716.89,-0.0956,9.9521,7.9912,"0"
0.069204,0.73623,0.88784,-408.83,0.35826,1.5502,510.41,0.069204,87.491,0.6863,0,-0.20302,4.6677,290.79,1.1837,0.017096,0.053667,0.18624,155.63,-3623.2,0.26237,4.1719,8.268,"0"
-0.25754,0.9832,1.3919,22.638,0.017091,3.6741,-1630.6,-0.25754,3.4894,0.75662,-7.8506,2.042,3.2783,69.854,3.3555,0.10208,-0.1676,-7.3322,3.8861,469.63,-15.326,104.6,10.643,"0"
0.046985,0.37542,2.5462,9.836,1.6174,1.0767,1165.4,0.071178,96.706,0.40751,0.90962,0.76034,4.4572,74.686,0.25855,0.084483,0.086027,0.15435,104.12,9674.8,0.077381,3.7743,4.8938,"0"
0.082393,0.59757,1.0807,2.4323,0.67344,6.201,1305.6,0.082393,0,0.9308,20.791,0.13443,3.2459,38.537,9.4275,0.091496,0.11634,0.261265,0,84.583,0.20474,9.9521,11.389,"0"
0.067527,0.50682,1.8103,5.5547,0.97308,1.1109,1534.3,0.067548,46.706,1.6484,6.0095,0.25448,5.6939,70.472,2.0461,0.066489,0.13335,0.47505,50.033,80171,0.13692,7.8148,5.3966,"0"
0.068867,0.41427,4.2763,46.603,1.1527,1.11,1030.9,0.08481,50.706,0.62364,1.2385,0.37964,3.9882,31.193,0.27105,0.11158,0.078206,0.4926,56.285,2470.4,0.14421,7.1983,10.249,"0"
0.024384,0.12791,5.4514,73.432,6.8182,0.74992,1914.6,0.024384,149.52,0.50824,0,0.89383,4.4018,65.532,4.1744,0.058298,0.079126,0.079375,210,10763,0.02796,2.4412,4.7169,"0"
0.17183,0.45852,1.9664,61.667,0.94713,1.168,688.41,0.21376,36.355,0.78083,1.4837,3.7156,4.3543,108.44,0.48917,0.12703,0.059432,0.97706,42.461,9812.9,0.39567,10.04,2.6271,"0"
0.1068,0.39539,1.8866,11.544,1.4869,1.091,654.26,0.1342,29.481,0.99598,0.85888,0.46539,4.2085,53.513,0.39076,0.078724,0.053964,0.67376,32.164,3779.4,0.18167,12.381,12.39,"0"
0.08896,0.69259,0.57855,-69.181,0.44385,1.0653,1790,0.11143,12.503,1.0211,3.7552,-0.16853,3.7233,126.6,1.3518,0.12113,0.13853,2.4377,14.227,-723.71,0.28939,29.192,8.0768,"0"
0.50255,0.10182,9.7041,414.9,8.8211,1.3756,58.999,0.62141,0,1.1528,452.88,74.427,3.5171,48.114,7.5861,0.43847,0.0055483,0.261265,0,2915.1,0.55952,9.9521,3.7078,"0"
-0.00069032,0.045461,3.7847,1020,18.902,0.39066,7550,-0.00089832,2.4964,0.78227,-5.5974,0.074942,5.1835,404.31,-0.27148,-1.4328,-0.16165,-11.717,0.97525,10379,-0.00080335,146.21,0.11028,"0"
0.18306,0.16697,3.5975,127.66,4.9437,1.3308,243.33,0.22466,26.819,1.1443,3.4406,0.49271,4.5648,61.73,1.3737,0.25853,0.021513,2.8081,35.692,10752,0.22177,13.61,4.6197,"0"
0.1041,0.055113,11.554,221.02,15.687,1.1574,112.23,0.12745,86.854,0.91516,1.6703,1.6015,4.157,29.585,2.0607,0.14431,0.010957,0.55588,100.53,8349.5,0.12041,4.2025,10.588,"0"
0.19389,0.4869,1.3881,20.361,1.0066,1.1599,534,0.24462,13.191,0.84129,1.5859,0.58293,4.8615,91.162,0.63497,0.13673,0.040286,2.3727,15.3,13735,0.39562,27.67,4.1035,"0"
-0.078386,0.96284,0.20182,-267.56,0.018871,0.77488,20470,-0.078386,25.36,0.393,-1.035,-0.3764,4.7185,256.15,-0.065956,-0.13357,0.98769,-2.373,19.651,-17975,-4.314,14.393,11.667,"0"
-0.098784,1.007,0.51084,-245.53,-0.019982,0.91875,-7492,-0.087563,70.552,5.184,-0.85804,-0.94717,4.92,337.39,-0.08973,-0.093392,-0.63842,-0.5282,64.819,-39608,4.9092,5.1735,3.9571,"0"
0.034074,0.23161,4.1067,37.739,3.3176,1.0159,1276.2,0.050472,46.857,0.67493,0.2282,14.73,3.2987,28.143,0.29597,0.022464,0.090306,0.086979,47.601,1431.3,0.044344,7.7896,14.485,"0"
0.081617,0.26002,2.2757,83.321,2.8459,0.70811,1160.8,0.081617,37.291,0,1.0669,0.41021,4.0372,131.73,1.9787,0.0021617,60.338,1.1282,51.324,2580.7,0.1103,9.7879,2.8019,"0"
-0.012606,0.46182,1.2863,-117.5,1.0899,1.0086,8278.2,-0.011092,173.39,0.81257,0.29614,0.32033,5.1645,250.9,0.042788,0.029363,0.29646,-0.03943,174.88,19181,-0.025045,2.105,2.9386,"0"
0.043102,0.32945,2.4965,3.1913,2.0354,0.61191,1590.5,0.053701,41.199,0.63761,2.2108,0.085132,3.7529,33.67,1.6391,0.11749,0.11664,0.62404,46.685,422,0.064278,8.8593,17.856,"0"
-0.02597,0.77894,1.5229,-75.516,0.28312,1.0057,20383,-0.017562,160.68,0,0.11934,0.74527,4.1311,176.88,0.014213,0.011866,0.60141,-0.063232,161.6,3178.9,-0.11776,2.2716,3.6054,"0"
-0.025971,0.77947,1.5229,-75.516,0.28293,0.93298,20396,-0.017562,160.68,1.046,0.38642,0.74527,4.1311,176.88,1.1901,0.0056965,0.61017,-0.063232,161.6,3178.9,-0.11776,2.2716,3.6054,"0"
-0.26387,0.73918,1.0834,-86.708,0.35284,2.1537,-1296.8,-0.26136,105.22,0.82881,-16.904,0.20789,3.9061,101.19,3.2874,-0.12832,-0.12476,-0.42502,93.254,452.41,-1.0117,3.4689,27.775,"0"
0.13275,0.5254,1.1158,-6.4906,0.9033,3.4139,1174.8,0.087228,12.28,2.3037,1.8149,0.13327,5.4853,56.701,6.1727,0.050013,0.069147,1.1558,12.926,17837,0.2797,29.724,8.5222,"0"
0.16762,0.3149,3.2226,20.632,2.1756,2.5484,608.34,0.16762,75.017,0.78387,3.0095,13.454,3.6158,46.282,7.3925,0.086548,0.044593,0.32002,82.125,2708.5,0.24466,4.8656,7.3867,"0"
0.13801,0.25159,2.5747,44.754,2.8695,1.1436,636.52,0.073115,56.489,0.48052,1.1494,0.67488,4.1681,69.571,0.48832,0.1005,0.042634,0.72948,64.603,4724.7,0.19117,6.4615,4.6062,"0"
0.048912,0.43353,0.51952,-51.647,1.3022,1.0164,1555,0.061562,7.4426,2.5639,0.22039,-0.26628,4.6316,79.768,0.10009,0.021683,0.17051,1.1986,7.5647,-8852.1,0.086643,49.042,15.143,"0"
0.067668,0.10982,5.5457,60.115,8.0778,1.1064,336.94,0.08579,202.02,0.93185,1.3534,1.2769,4.9167,62.168,0.79462,0.12232,0.029977,0.17137,223.53,41211,0.076277,1.8067,4.5718,"0"
0.1351,0.19945,3.2688,82.119,4.0137,0.89954,282,0.16771,62.772,1.1455,98.507,0.55615,4.841,66.286,3.757,0.16697,0.025666,0.87331,75.354,21410,0.16876,5.8147,3.6927,"0"
0.13209,0.18527,3.974,141.61,4.2227,1.175,345.65,0.16265,31.191,1.1457,1.5585,2.0891,4.9097,63.509,0.89573,0.13264,0.030618,1.2356,36.649,44758,0.16885,11.702,3.3081,"0"
0.10431,0.514,1.8211,41.189,0.86614,1.0667,1191.9,0.13081,9.779,1.0644,0.63114,2.1882,5.4943,70.777,0.28831,0.059169,0.096679,1.5545,10.431,116680,0.2343,37.325,7.912,"0"
0.18506,0.65555,1.2378,-16.741,0.38408,1.1057,1184.4,0.18648,7.7051,0.94512,0.86479,0.82666,5.4482,112.47,0.28065,0.078212,0.10803,3.7269,8.5195,43755,0.73501,47.371,4.8445,"0"
0.18282,0.08287,9.4911,213.88,10.368,1.2296,121.95,0.22585,20.8,1.0793,2.2898,3.2961,6.1225,28.027,2.982,0.18622,0.010117,2.4175,25.576,932880,0.21279,17.548,1.8842,"0"
0.050331,0.44396,5.3838,68.506,1.0188,1.0438,1620.8,0.062082,5.8569,0.47955,0.45611,0.66226,5.8481,16.905,0.1848,0.043695,0.12169,1.6705,6.1137,257420,0.11128,62.32,4.5356,"0"
0.07568,0.38242,1.5155,-60.811,1.609,1.2627,1019.9,0.095371,87.287,1.124,2.7906,0.46891,4.7887,104.57,0.97409,0.22101,0.030369,0.18776,110.21,12120,0.123,4.1816,18.155,"0"
0.079293,0.44215,1.0073,-70.533,1.2485,1.226,846.45,0.12041,1.0732,0.60356,1.5095,0.0032597,5.045,115.6,0.33216,0.12313,0.066952,22.608,1.3158,249.32,0.14363,340.09,14.962,"0"
0.20811,0.093658,6.5921,87.758,9.626,1.1794,123.04,0.25331,33.641,0.79325,1.8065,1.3689,4.5481,22.833,2.8879,0.15317,0.010437,1.2787,39.678,18504,0.23084,10.85,16.695,"0"
-0.013625,0.85364,1.023,-45.847,0.17145,0.98865,7010.9,-0.016096,47.551,0.73264,-0.01155,0.016839,4.7013,162.97,-0.0012698,-0.0011683,0.47204,-0.11273,47.012,483.68,-0.093096,7.6759,3.054,"0"
0.080474,0.75127,1.476,12.799,0.33108,3.4957,1845.4,0.10026,19.468,0,2.1742,7.1395,3.2707,69.512,4.5306,0.026336,0.18414,0.43162,19.994,575.51,0.32354,18.749,5.0292,"0"
0.14384,0.32771,2.3869,59.133,2.0515,2.1786,520.58,0.18214,26.609,0.91351,1.6296,1.8175,3.7924,66.176,5.3431,0.19627,0.024188,0.90568,33.107,2729.8,0.21396,13.717,7.4098,"0"
0.29161,0.50178,0.75507,-98.586,0.99289,0.94628,466.59,0.36637,49.219,0,10.948,-0.049037,4.4256,182.44,0.75916,1.157,0.040524,6.568,46.575,-1135,0.58531,7.4159,4.0466,"0"
0.010683,0.21868,4.5076,35.491,3.5607,0.97592,1432,0.018084,166.41,0.5481,0.15352,6.2474,4.4128,56.608,0.089301,0.015731,0.12573,0.018876,162.4,17903,0.01372,2.1934,15.408,"0"
0.019006,0.86152,2.1791,-35.436,0.16075,1.2969,2357.3,0.019006,40.967,0.88836,1.3294,0.37287,4.2229,53.754,1.4756,0.0198,0.16802,0.13056,41.795,3687.7,0.13724,8.9095,28.728,"0"
-0.027875,0.27647,2.9967,-33.002,2.617,1.3948,4890.2,-0.027875,165.82,0.90813,0,3.2187,3.0976,107.5,3.3952,0.012469,0.18997,-0.043992,246.38,691.09,-0.038526,2.2012,7.731,"0"
-0.077659,0.10888,2.4373,28.841,8.1848,0.32199,-717.27,-0.077659,93.609,0.91664,-2.7859,0.15023,4.3425,67.926,4.1115,-0.39022,-0.07601,-0.94042,67.334,2634.3,-0.087147,3.8992,3.5461,"0"
0.12153,0.082047,8.5224,139.89,11.188,1.2705,246.43,0.12153,55.42,0.89777,1.0669,2.0521,2.8103,27.427,13.308,0,0.079126,0.62996,64.486,398.76,0.13239,6.5861,4.0687,"0"
0.080411,0.74749,1.134,-63.004,0.3378,1.5626,1354,0.060752,62.129,1.6306,1.5616,0.093557,4.4589,101.93,1.8668,0.10696,0.080621,0.30233,69.57,1502.2,0.31845,5.8749,13.429,"0"
0.22961,0.91088,0.7307,-11.293,0.097844,9.0483,1063.3,0.27492,0,0,58,-0.66525,2.8209,36.519,9.6633,0.027045,0.10101,0.261265,0,-157,2.5763,9.9521,15.64,"0"
0.2386,0.39673,2.4688,26.951,1.5206,2.0436,606.9,0.2386,80.148,0,1.0669,28.32,3.3008,88.078,4.1441,0.0011167,0.079126,0.5317,99.626,1164.8,0.39551,4.5541,4.2477,"0"
0.016803,0.41251,1.9745,19.873,1.3256,1.0383,2905.7,0.022353,36.986,1.1962,0.17058,0.20566,4.5626,60.376,0.037241,0.016429,0.30254,0.17733,38.403,5302.9,0.030729,9.8685,5.5585,"0"
0.02628,0.64879,2.0484,-4.4455,0.47999,1.0636,12439,-0.020895,69.853,1.3375,0.15943,1.8679,4.9497,66.836,0.051423,0.01499,0.29101,0.061698,74.294,35781,0.08439,5.2252,8.6898,"0"
0.28206,0.11331,13.2,165.73,7.8256,1.1608,127.19,0.28206,36.866,0.72342,14.536,1.1055,3.9255,17.371,7.6512,0.25313,0.011364,2.4058,49.361,4240.2,0.31811,9.9007,2.7965,"0"
-0.063986,0.97097,0.59038,-53.995,0.029895,1.1889,-28994,-0.063986,15.369,0,0.09608,-0.14542,3.6442,90.14,1.2239,0.00044077,0.55119,-1.2781,15.376,-529.93,-2.2044,23.749,45.787,"0"
0.0033855,0.28046,2.7802,10.287,2.5656,2.6441,847.74,0.0049172,45.452,0.75019,1.2749,1.1718,2.7971,31.46,9.622,-0.020583,0.06743,0.010282,44.536,259.52,0.0047051,8.0304,8.8146,"0"
0.3025,0.71558,1.326,-29.004,0.39747,5.5669,649.65,0.30572,42.371,1.1917,6.1497,4.5619,2.3084,49.867,7.3195,0.059132,0.052802,0.46809,45.034,47.457,1.0635,8.6144,19.593,"0"
-0.020103,0.37479,1.854,-146.04,1.6682,0.80707,4909.4,-0.020103,288.35,0.97341,0.10424,1.0029,3.6967,158.11,2.2767,-0.057242,0.24833,-0.031531,272.74,1569.9,-0.032155,1.2658,22.078,"0"
0.031275,0.28312,3.5321,6.7947,2.5321,8.2935,3304.2,0.031275,25.609,0.73707,1.0669,0.45993,2.5081,14.448,25.263,0,0.079126,0.053748,29.694,230.96,0.043626,14.253,55.855,"0"
0.083238,0.47455,1.7914,41.419,1.0497,1.0458,1062.2,0.11789,11.155,0.89151,0.51562,2.5053,4.2555,67.569,0.27853,0.049305,0.08797,1.016,11.665,6762.6,0.16711,32.721,5.2675,"0"
-0.060073,0.1559,4.742,32.65,5.0092,1.0659,1490.2,-0.010148,7.0329,0.62668,0.35711,2.2375,4.3678,31.461,0.41431,0.033504,0.045389,-1.6172,7.4963,13607,-0.076924,51.899,8.3649,"0"
0.025416,0.72699,2.3003,18.361,0.16964,1.0003,3470.6,0.040008,62.943,0.78361,0.38182,0.4754,4.2337,62.392,0.061017,0.03817,0.29578,0.12682,62.963,4422.5,0.20609,5.7989,5.0039,"0"
-0.43051,2.1561,0.55207,-120.6,-0.5362,1.9309,-1941.6,-0.43051,66.017,0.47435,-2.6963,-0.6975,3.0076,139.64,1.0151,-0.13353,-0.2488,-1.2327,58.24,-381.72,0.37238,5.5289,17.234,"0"
0.0027131,0.68664,7.9945,381.87,0.32286,1.11,21886,0.0014586,31.499,0.6831,1.2462,1.1084,5.2918,59.252,0.078156,0.11227,0.35462,0.065774,34.963,95724,0.012238,11.588,20.5,"0"
-0.19051,0.6266,1.9209,55.842,0.59592,2.4157,-1634.4,-0.19051,0,2.2623,-4.8471,1.9244,3.2861,60.247,4.0295,-0.0452,-0.15421,0.261265,0,741.65,-0.51021,9.9521,3.177,"0"
0.060075,0.88517,0.69465,-38.368,0.020086,1.0265,2236.5,0.086717,15.172,1.3824,0.21248,-0.68639,5.1025,73.778,0.10422,0.0207,0.19402,0.3243,15.574,-33929,3.3789,24.057,12.467,"0"
0.14834,0.24484,2.4382,62.773,3.0843,1.709,602.46,0.14834,0,0.74488,0,0.42765,3.7683,47.383,5.4234,0.00019954,0.079126,0.261265,0,1454,0.19643,9.9521,12.313,"0"
0.036412,0.30194,2.3005,-0.65727,2.1528,1.0605,1315.6,0.04589,55.236,0.57357,0.60973,0.49062,5.2778,81.57,0.1825,0.057492,0.10675,0.25103,58.581,49792,0.056018,6.608,4.8134,"0"
0.148,0.33872,1.7522,36.996,1.7139,1.143,596.74,0.1462,24.062,1.3678,1.122,0.62683,5.9093,84.985,0.4819,0.098165,0.049666,1.3501,27.504,206770,0.25493,15.169,4.1594,"0"
0.056979,0.40229,2.2667,21.846,1.4858,5.636,487.14,0.071134,0,1.1716,3.9536,3.7787,2.5845,25.297,13.785,0.016074,0.041197,0.261265,0,187.02,0.095328,9.9521,12.413,"0"
0.24631,0.4205,2.3781,29.594,1.3781,6.6823,498.81,0.30769,0,1.3375,1.0669,0.45993,2.1763,23.783,15.347,0.034252,0.045559,0.261265,0,86.963,0.42504,9.9521,7.0266,"0"
-0.038502,0.4196,0.59683,-177.92,1.3582,1.0052,42933,-0.038502,67.662,2.2507,-0.066859,-0.22569,4.6539,246,-0.0099203,-0.0066512,0.36391,-0.33188,68.015,-7624.6,-0.06756,5.3944,7.0405,"0"
0.057038,0.8345,1.9403,-2.7311,0.19832,1.8155,5340.2,0.057038,33.031,0,1.0669,0.25062,4.2186,41.843,1.8363,0.016557,0.079126,0.34717,39.132,2732.9,0.34464,11.05,12.742,"0"
0.12034,0.60133,1.1905,-34.751,0.66297,1.1662,1061.5,0.15139,39.569,1.2755,0.88725,0.39371,4.7264,107.21,0.30001,0.07608,0.083845,0.46813,46.146,6060.3,0.30185,9.2244,6.9004,"0"
-0.03839,0.83701,0.88121,-58.097,0.19472,1.7711,-206590,-0.03839,32.45,1.9419,-0.58924,-0.35528,5.6075,168.37,2.1307,-0.0069473,1.2362,-0.2438,32.226,-39579,-0.23554,11.248,3.6675,"0"
0.04098,0.73612,1.3115,-56.368,0.30725,1.0375,2627.1,0.054751,81.211,0.87901,0.60222,0.38262,4.2865,91.877,0.15289,0.058044,0.15119,0.094993,84.257,2834.9,0.18119,4.4945,14.874,"0"
0.043718,0.2843,2.1874,144.96,2.5174,1.0057,2057.1,0.043718,17.773,0,0,0.86792,3.9397,144.18,2.5045,0.025279,1.4087,0.89273,25.103,2906.6,0.061084,20.536,4.6091,"0"
0.0080349,0.5822,0.92768,-68.951,0.7131,1.0451,5451.2,0.010857,51.528,1.4868,0.22795,-0.036031,4.4715,173.26,0.028105,0.021811,0.43024,0.075867,53.852,-729.76,0.019353,7.0835,3.8798,"0"
0.013253,0.52033,0.58819,-147.38,0.88167,1.0767,2055.2,0.018263,22.023,0.89316,0.63763,-0.17679,4.9387,229.94,0.066672,0.059222,0.15717,0.37497,23.711,-12258,0.028888,16.574,4.0662,"0"
0.020685,0.48738,1.5586,-93.306,0.88297,1.0298,2239.3,0.045839,79.906,1.4746,0.34351,1.1326,4.5569,126.3,0.099271,0.033357,0.19544,0.065142,82.287,9814.6,0.048066,4.5678,12.349,"0"
-0.079119,0.58477,2.3597,-1.9913,0.53258,1.1239,-6223.1,-0.078315,69.197,0.77276,1.2654,0.40487,5.0044,67.609,0.20431,0.11259,0.11759,-0.39328,77.774,24022,-0.25404,5.2748,14.474,"0"
0.17082,0.24257,3.3659,39.679,3.1225,4.3185,472.37,0.17082,12.122,1.433,1.7027,3.1267,3.7166,22.616,16.139,0.093475,0.019206,1.1911,13.372,2988.3,0.22553,30.111,11.819,"0"
-0.03183,0.71317,0.9897,-161.71,0.4022,1.2155,40364,-0.026476,132.36,0.83109,-0.31216,-0.021827,4.1284,204.36,1.7133,-0.005282,0.92944,-0.072213,131.67,-94.727,-0.11097,2.7576,8.1649,"0"
0.35587,0.13064,6.1516,179.13,6.6544,1.9186,84.561,0.43427,0,0,209.84,3.4279,2.5786,32.171,11.346,0.22743,0.0076941,0.261265,0,255.04,0.40935,9.9521,7.0773,"0"
-0.32506,1.13,0.17025,-647.87,-0.11505,0.6551,8816.3,0.028275,93.583,0,1.3894,-1.161,2.4739,650.53,0.56108,0.032169,0.95153,-1.9354,96.694,-279.18,2.5004,3.9003,95.291,"0"
0.047099,0.73643,1.8737,54.69,0.3579,1.1128,3501.2,0.059155,55.186,0.86619,3.1681,1.2676,5.7468,138.37,1.3976,0.075097,0.25043,0.27994,59.667,190290,0.1787,6.614,4.3063,"0"
0.038013,0.72179,1.9046,-18.876,0.15585,1.2424,3507.2,0.054687,40.522,0,1.2566,0.26286,5.1888,74.782,0.15895,0.10114,0.17557,0.30185,50.344,26136,0.33791,9.0075,5.8749,"0"
-0.13135,0.94534,0.85581,-7.4276,0.057818,7.537,-2644.9,-0.13135,1.0806,0.58208,-71.725,-0.61056,3.4721,43.571,8.1152,-0.017863,-0.23818,-5.8866,1.0616,-391.61,-2.4031,337.79,11.667,"0"
0.16007,0.69603,1.3785,32.63,0.43672,2.7982,1223.9,0.20209,2.0431,0,4.7742,6.4981,3.9036,99.915,3.6531,0.091334,0.088901,10.219,2.2485,2109.8,0.52658,178.65,4.0056,"0"
0.16065,0.49359,1.0016,-29.053,0.97686,1.127,797.12,0.16955,24.793,1.1651,1.18,0.0015719,5.2972,122.49,0.35097,0.10469,0.070647,1.4293,27.943,157.86,0.33318,14.722,4.5439,"0"
0.28901,0.24599,2.6901,12.248,3.0651,3.5311,229.4,0.35368,30.921,0.94507,6.82,1.2291,3.4995,28.335,12.882,0.1026,0.019851,0.96618,34.456,1313.1,0.3833,11.804,12.682,"0"
0.062797,0.36252,1.2471,-36.997,1.0576,1.0755,902.92,0.082605,54.749,0,0.88594,0.16061,4.5045,101.83,0.31449,0.082372,0.066978,0.30249,58.884,2834.4,0.16379,6.6668,13.089,"0"
0.32247,0.40986,2.4043,27.402,1.4398,7.9205,413.49,0.35627,0,0,66.187,39.539,2.3116,19.769,18.463,0.044611,0.037763,0.261265,0,117.94,0.54643,9.9521,10.565,"0"
0.056409,0.19348,2.7842,-5.0313,3.8676,0.87241,596.19,0.066734,98.911,0.62924,0.54278,0.56323,4.454,45.948,0.3744,0.062216,0.051232,0.17878,86.291,8526.9,0.075381,3.6902,9.7903,"0"
0.14988,0.36372,3.8896,31.803,1.7494,2.1125,559.81,0.18432,41.979,0.91962,16.693,1.0196,3.822,25.397,5.8768,-0.011839,0.048996,0.61689,41.487,2852.5,0.23555,8.6949,8.6367,"0"
0.057138,0.33901,2.1608,73.047,1.9498,1.3281,539.06,0.057138,41.757,0.99353,0.043022,0.83904,4.4629,119.55,2.5411,0.039723,0.061371,0.37606,64.378,9508.1,0.086443,8.741,3.4886,"0"
-0.016141,0.34197,1.2032,-58.804,1.6872,1.0304,1387.6,-0.036167,67.797,0.69655,0.3965,0.075967,4.5808,90.305,0.12083,0.038479,0.067145,-0.080924,69.86,1995.8,-0.027975,5.3837,10.933,"0"
0.070388,0.054704,14.849,364.88,17.262,1.1372,200.76,0.087297,119.81,1.0176,1.3804,4.0361,5.0705,36.025,1.3986,0.12139,0.020283,0.34022,136.25,89102,0.074539,3.0464,4.2257,"0"
0.10401,0.57894,1.2173,-29.941,0.68526,1.1233,1084,0.13167,49.215,1.1404,1.1558,0.28267,4.6717,123.66,0.2967,0.1029,0.080983,0.46211,55.282,5137.7,0.26218,7.4164,4.4513,"0"
-0.22203,0.78191,0.64713,-70.128,0.25565,0.92906,-4647.5,-0.22203,25.865,0.85596,-0.67083,-0.51078,4.6306,113.01,-0.2071,-0.072205,-19.675,-1.3971,24.03,-11265,-1.1107,14.112,7.4113,"0"
0.12314,0.086309,8.9272,44.353,10.089,1.0934,161.37,0.15242,74.449,0.8009,1.0731,1.3614,4.2187,15.811,1.9459,0.098149,0.013464,0.35281,81.399,8892.1,0.14141,4.9027,21.462,"0"
0.21497,0.30899,3.0807,-22.167,2.2364,3.0171,498.68,0.21497,97.812,0.96787,1.0669,12.651,3.4512,39.972,9.1065,0.067392,0.045591,0.26588,104.88,1812.1,0.3111,3.7317,26.829,"0"
0.087436,0.15862,2.2582,29.483,5.3037,1.1441,574.47,0.087436,34.929,1.0384,0,0.27854,4.0145,59.84,5.6756,0,0.39614,0.79859,44.39,1920,0.10393,10.45,7.0202,"0"
0.065669,0.53142,1.6919,-1.5107,0.85806,1.0727,1312,0.068446,29.518,0.9337,0.66111,0.18114,4.2585,44.814,0.18384,0.061632,0.098658,0.51226,31.663,2276.7,0.14401,12.365,10.449,"0"
0.13928,0.28117,1.2572,2.1982,2.5566,1.1405,579.22,0.13928,6.3296,1.4496,1.417,0.11186,4.134,46.462,1.1132,0.12424,0.026344,3.1883,7.2188,984.59,0.19376,57.666,12.024,"0"
0.14165,0.036384,20.147,168.05,26.485,1.3804,93.752,0.14165,32.915,1.0685,1.0669,2.6093,3.9593,10.853,33.631,0,0.079126,1.1379,37.133,6343.1,0.147,11.089,3.9298,"0"
-0.0067966,0.10583,2.188,7.5054,7.3062,0.93023,1074.4,-0.0067966,56.405,0.431,-0.090973,0.1636,4.4576,50.837,-0.065318,-0.0097797,0.097088,-0.062225,52.469,3605.9,-0.0087904,6.4711,6.9532,"0"
0.029705,0.51318,0.49419,-242.75,0.89388,1.2981,1685.6,0.029705,50.119,1.4632,2.9425,-0.34402,5.5213,264.64,0.40256,0.22668,0.058582,0.23738,65.058,-85523,0.064757,7.2826,17.119,"0"
0.27409,0.4894,1.5455,30.845,1.0433,1.6161,472.4,0.27409,20.626,1.0871,0,0.39825,5.0603,108.74,2.3525,0.0013293,0.15679,3.0013,28.953,21501,0.53681,17.696,3.7886,"0"
0.11564,0.43492,1.804,30.635,1.2993,1.7707,1059.3,0.11564,15.751,1.1824,6.7035,1.3293,3.75,93.011,3.7458,0.079965,0.08521,1.5133,17.12,1877.1,0.20464,23.173,3.2145,"0"
-0.010922,0.49244,1.4739,-30.219,1.0307,1.1986,-17039,-0.010922,47.044,0.69374,0,0.11636,3.1584,77.754,1.7186,0.00098535,44.024,-0.070697,66.628,123.05,-0.021519,7.7586,11.778,"0"
0.0015461,0.90286,0.60342,-95.962,0.098921,1.0117,8462.2,0.0064654,19.181,1.2822,0.0096567,-0.50845,5.024,189.69,0.0014876,0.00095452,0.87766,0.020909,19.405,-30299,0.017311,19.03,3.9257,"0"
0.0024291,0.89322,2.0162,-53.257,0.099503,0.99148,10346,0.0047024,140.11,1.18,-0.080843,1.5174,4.5258,84.95,-0.014478,-0.0081538,2.116,0.00399,138.91,12697,0.027331,2.6051,12.392,"0"
-0.012181,0.696,1.0005,-32.994,0.37364,0.99787,7272.4,-0.0076429,30.978,1.2445,-0.049104,0.0011667,4.9239,132.45,-0.013456,-0.0049208,0.68903,-0.07541,30.912,30.11,-0.046841,11.782,3.7881,"0"
0.068333,0.11,8.5496,110.05,8.0985,2.8467,204.15,0.091667,0,0.68788,17.75,12.363,3.0792,14.294,25.341,0.020785,0.022335,0.261265,0,989,0.076707,9.9521,8.8269,"0"
-0.24102,2.7623,0.36202,-342.04,-0.63798,1.9322,-4281.1,-0.23749,0,0.80998,0.15104,0.45993,3.0455,539.39,0.67669,0.032594,2.0817,0.261265,0,-1957,0.13677,9.9521,53.273,"0"
0.11592,0.22781,9.7078,134.62,3.3896,1.7391,464.41,0.14797,39.934,0.77943,3.6272,7.6425,4.0704,20.719,7.1292,0.066122,0.035388,0.60923,42.761,9441.1,0.15012,9.1401,11.638,"0"
0.1252,0.13769,3.9524,150.02,6.2628,0.8719,304.03,0.1252,35.84,0.62019,4.4573,0.89184,3.8993,62.454,5.8443,0.076934,0.030207,1.4624,38.833,3224,0.1452,10.184,3.9223,"0"
0.050412,0.84519,0.8857,-62.787,0.18317,2.7077,3654.3,0.050412,47.744,0.62752,2.3067,-0.38424,3.2218,116.58,3.1308,0.022739,0.25094,0.14233,48.855,-161,0.32564,7.645,6.9679,"0"
0.17029,0.094118,9.5868,155.52,9.625,1.7257,150.87,0.22016,55.921,0.70984,1.9436,8.271,3.9366,27.13,13.454,0.26623,0.0069233,0.64411,76.21,6983.9,0.18799,6.5271,6.9195,"0"
-0.46144,1.3848,0.30143,-298.88,-0.27788,1.0427,-1245.8,-0.42314,16.824,1.5023,-0.49308,-1.0466,2.7592,399.18,0.68149,0.094919,-0.37735,-9.6013,18.588,-414.11,1.1992,21.695,4.4295,"0"
